v1,v2,v3,v4,v5
spam,"Bears Pic Nick, and Tom, Pete and ... Dick. In fact, all types try gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324",,,
ham,Haha mayb u're rite... U know me well. Da feeling of being liked by someone is gd lor. U faster go find one then all gals in our group attached liao.,,,
ham,Merry christmas to u too annie!,,,
ham,I want snow. It's just freezing and windy.,,,
spam,PRIVATE! Your 2003 Account Statement for 07808 XXXXXX shows 800 un-redeemed S. I. M. points. Call 08719899217 Identifier Code: 41685 Expires 07/11/04,,,
ham,"Don't worry, * is easy once have ingredients!",,,
ham,Oh:)as usual vijay film or its different?,,,
ham,Not a lot has happened here. Feels very quiet. Beth is at her aunts and charlie is working lots. Just me and helen in at the mo. How have you been? ,,,
ham,Then she buying today? ÌÏ no need to c meh...,,,
ham,"A famous quote : when you develop the ability to listen to 'anything' unconditionally without losing your temper or self confidence, it means you are ......... 'MARRIED'",,,
ham,Been up to ne thing interesting. Did you have a good birthday? When are u wrking nxt? I started uni today.,,,
ham,Good morning princess! How are you?,,,
ham,"Собираемся в субботу на шашлыки, присоединяйтесь!",,,
ham,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL",,,
ham,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,,,
ham,ÌÏ ready then call me...,,,
ham,You dont know you jabo me abi.,,,
ham,Yes..gauti and sehwag out of odi series.,,,
ham,I sent them. Do you like?,,,
ham,Excellent! Are you ready to moan and scream in ecstasy?,,,
ham,Ok thanx...,,,
ham,"Завтра праздник, офис не работает",,,
ham,Sweet heart how are you?,,,
ham,"Alright if you're sure, let me know when you're leaving",,,
spam,You have WON a guaranteed å£1000 cash or a å£2000 prize. To claim yr prize call our customer service representative on 08714712412 between 10am-7pm Cost 10p,,,
ham,Been running but only managed 5 minutes and then needed oxygen! Might have to resort to the roller option!,,,
ham,Convey my regards to him,,,
ham,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng,,,
ham,Родители приезжают в гости на выходные,,,
spam,WINNER!! As a valued network customer you have been selected to receivea å£900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.,,,
ham,We can go 4 e normal pilates after our intro...  ,,,
ham,No way I'm going back there!,,,
ham,Its a great day. Do have yourself a beautiful one.,,,
ham,"Haven't seen my facebook, huh? Lol!",,,
ham,No we sell it all so we'll have tons if coins. Then sell our coins to someone thru paypal. Voila! Money back in life pockets:),,,
ham,You tell what happen dont behave like this to me. Ok no need to say,,,
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed å£1000 cash or å£5000 prize!,,,
ham,Lol yes. But it will add some spice to your day.,,,
ham,She left it very vague. She just said she would inform the person in accounting about the delayed rent and that i should discuss with the housing agency about my renting another place. But checking online now and all places around usc are  &lt;#&gt;  and up,,,
ham,Moji i love you more than words. Have a rich day,,,
spam,"Thanks for your ringtone order, ref number R836. Your mobile will be charged å£4.50. Should your tone not arrive please call customer services on 09065069154",,,
ham,I don't know jack shit about anything or i'd say/ask something helpful but if you want you can pretend that I did and just text me whatever in response to the hypotheticalhuagauahahuagahyuhagga,,,
ham,"Ребенок заболел, завтра не пойдет в школу",,,
ham,Is there any movie theatre i can go to and watch unlimited movies and just pay once?,,,
spam,"Xmas & New Years Eve tickets are now on sale from the club, during the day from 10am till 8pm, and on Thurs, Fri & Sat night this week. They're selling fast!",,,
ham,In the end she might still vomit but its okay. Not everything will come out.,,,
ham,I've got it down to a tea. not sure which flavour,,,
spam,"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES",,,
ham,Just buy a pizza. Meat lovers or supreme. U get to pick.,,,
ham,"Goodmorning, today i am late for 1hr.",,,
spam,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or å£250 cash every wk. Txt VPOD to 81303 Ts&Cs www.textpod.net custcare 08712405020.,,,
spam,YOU ARE CHOSEN TO RECEIVE A å£350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.,,,
ham,Darren was saying dat if u meeting da ge den we dun meet 4 dinner. Cos later u leave xy will feel awkward. Den u meet him 4 lunch lor.,,,
ham,Actually getting ready to leave the house.,,,
ham,And popping &lt;#&gt; ibuprofens was no help.,,,
ham,meet you in corporation st outside gap Û_ you can see how my mind is working!,,,
ham,Aiyar sorry lor forgot 2 tell u...,,,
ham,Why are u up so early?,,,
ham,Mmmm.... I cant wait to lick it!,,,
ham,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship\""... good morning dear""",,,
ham,"Sorry da thangam, very very sorry i am held up with prasad.",,,
ham,"Dear, take care. I am just reaching home.love u a lot.",,,
ham,Yes.mum lookin strong:),,,
ham,"naughty little thought: 'its better to flirt, flirt n flirt, rather than loving someone n gettin hurt, hurt n hurt...:-) Gud nyt",,,
spam,Check Out Choose Your Babe Videos @ sms.shsex.netUN fgkslpoPW fgkslpo,,,
ham,"Just checked out, heading out to drop off my stuff now",,,
ham,No need to ke qi... ÌÏ too bored izzit y suddenly thk of this...,,,
ham,"Ужин готов, приходи когда будешь готов",,,
ham,"Hi the way I was with u 2day, is the normal way&this is the real me. UR unique&I hope I know u 4 the rest of mylife. Hope u find wot was lost.",,,
ham,"You might want to pull out more just in case and just plan on not spending it if you can, I don't have much confidence in derek and taylor's money management",,,
ham,"I hav almost reached. Call, i m unable to connect u.",,,
ham,Sending you greetings of joy and happiness. Do have a gr8 evening,,,
ham,I only work from mon to thurs but Sat i cant leh... Booked liao... Which other day u free?,,,
spam,"Text82228>> Get more ringtones, logos and games from www.txt82228.com. Questions: info@txt82228.co.uk",,,
ham,No..few hours before.went to hair cut .,,,
ham,"No my blankets are sufficient, thx",,,
spam,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 87077 Get txting and tell ur mates. zed POBox 36504 W45WQ norm150p/tone 16+,,,
ham,No break time one... How... I come out n get my stuff fr Ì_?,,,
ham,Wat r u doing now?,,,
ham,What's up my own oga. Left my phone at home and just saw ur messages. Hope you are good. Have a great weekend.,,,
ham,How is your schedule next week? I am out of town this weekend.,,,
ham,"Спасибо за подарок, он мне очень понравился",,,
ham,How's it going? Got any exciting karaoke type activities planned? I'm debating whether to play football this eve. Feeling lazy though.,,,
ham,I love you both too :-),,,
ham,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow,,,
ham,Misplaced your number and was sending texts to your old number. Wondering why i've not heard from you this year. All the best in your mcat. Got this number from my atlanta friends,,,
ham,Ugh its been a long day. I'm exhausted. Just want to cuddle up and take a nap,,,
spam,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468,,,
ham,i thought we were doing a king of the hill thing there.,,,
spam,Thanks for the Vote. Now sing along with the stars with Karaoke on your mobile. For a FREE link just reply with SING now.,,,
ham,That means from february to april i'll be getting a place to stay down there so i don't have to hustle back and forth during audition season as i have since my sister moved away from harlem.,,,
ham,Hello. They are going to the village pub at 8 so either come here or there accordingly. Ok?,,,
ham,LOL ... Have you made plans for new years?,,,
ham,Don know:)this week i'm going to tirunelvai da.,,,
ham,I don wake since. I checked that stuff and saw that its true no available spaces. Pls call the embassy or send a mail to them.,,,
ham,Электрик придет между 14 и 16 часами в пятницу,,,
ham,"Good afternon, my love. How are today? I hope your good and maybe have some interviews. I wake and miss you babe. A passionate kiss from across the sea",,,
ham,Oh ok no prob..,,,
ham,"Chinatown got porridge, claypot rice, yam cake, fishhead beehoon... Either we eat cheap den go cafe n tok or go nydc or somethin...",,,
ham,U wake up already? Thanx 4 e tau sar piah it's quite nice.,,,
ham,Just curious because my cuz asked what I was up to,,,
spam,"\For the most sparkling shopping breaks from 45 per person; call 0121 2025050 or visit www.shortbreaks.org.uk\""""",,,
ham,What year. And how many miles.,,,
ham,That's the way you should stay oh.,,,
ham,Jay's getting really impatient and belligerent,,,
ham,i cant talk to you now.i will call when i can.dont keep calling.,,,
ham,So Ì_ pay first lar... Then when is da stock comin...,,,
ham,Then. You are eldest know.,,,
ham,I was at bugis juz now wat... But now i'm walking home oredi... ÌÏ so late then reply... I oso saw a top dat i like but din buy... Where r Ì_ now? ,,,
ham,Then Ì_ ask dad to pick Ì_ up lar... ÌÏ wan 2 stay until 6 meh...,,,
ham,How are you doing. How's the queen. Are you going for the royal wedding,,,
ham,But my family not responding for anything. Now am in room not went to home for diwali but no one called me and why not coming. It makes me feel like died.,,,
ham,"I get out of class in bsn in like  &lt;#&gt;  minutes, you know where advising is?",,,
ham,Hey anyway i have to :-),,,
ham,Lol well don't do it without me. We could have a big sale together.,,,
ham,Apps class varaya elaya.,,,
ham,Where did u go? My phone is gonna die you have to stay in here,,,
ham,Meeting u is my work. . . Tel me when shall i do my work tomorrow,,,
ham,Yes I started to send requests to make it but pain came back so I'm back in bed. Double coins at the factory too. I gotta cash in all my nitros.,,,
ham,Don't look back at the building because you have no coat and i don't want you to get more sick. Just hurry home and wear a coat to the gym!!!,,,
ham,I can ask around but there's not a lot in terms of mids up here,,,
ham,Ok. I asked for money how far,,,
ham,Mm have some kanji dont eat anything heavy ok,,,
spam,"UpgrdCentre Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9153. Offer ends 26th July. T&C's apply. Opt-out available",,,
ham,K:)k:)good:)study well.,,,
ham,My superior telling that friday is leave for all other department except ours:)so it will be leave for you:)any way call waheed fathima hr and conform it:),,,
spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days,,,
ham,Why must we sit around and wait for summer days to celebrate. Such a magical sight when the worlds dressed in white. Oooooh let there be snow.,,,
ham,Yup i'm elaborating on the safety aspects and some other issues..,,,
ham,Alright. I'm out--have a good night!,,,
spam,Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence,,,
ham,"We are hoping to get away by 7, from Langport. You still up for town tonight?",,,
spam,You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!,,,
spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update VCo FREE on 08002986906 ,,,
ham,I am getting threats from your sales executive Shifad as i raised complaint against him. Its an official message.,,,
ham,Anytime...,,,
ham,I reach home safe n sound liao...,,,
ham,Sorry me going home first... Daddy come fetch Ì_ later...,,,
ham,Поезд прибывает на платформу 3 в 15:45,,,
ham,"Hi, wkend ok but journey terrible. Wk not good as have huge back log of marking to do",,,
ham,Ok i thk i got it. Then u wan me 2 come now or wat?,,,
ham,"Its ok, called mom instead have fun",,,
ham,Sure but since my parents will be working on Tuesday I don't really need a cover story,,,
ham,I have gone into get info bt dont know what to do,,,
ham,Great! How is the office today?,,,
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",,,
ham,Pls call me da. What happen.,,,
ham,That means get the door,,,
ham,"She is our sister.. She belongs 2 our family.. She is d hope of tomorrow.. Pray 4 her,who was fated 4 d Shoranur train incident. Lets hold our hands together &amp; fuelled by love &amp; concern prior 2 her grief &amp; pain. Pls join in dis chain &amp; pass it. STOP VIOLENCE AGAINST WOMEN.",,,
spam,Please CALL 08712402578 immediately as there is an urgent message waiting for you,,,
spam,"Goal! Arsenal 4 (Henry, 7 v Liverpool 2 Henry scores with a simple shot from 6 yards from a pass by Bergkamp to give Arsenal a 2 goal margin after 78 mins.",,,
ham,And several to you sir.,,,
ham,Life style garments account no please.,,,
ham,I'm home. Doc gave me pain meds says everything is fine.,,,
spam,ВНИМАНИЕ! Ваша карта заблокирована! Срочно позвоните 8-XXX-XXX-XXXX для разблокировки,,,
ham,Have you finished work yet? :),,,
ham,Squeeeeeze!! This is christmas hug.. If u lik my frndshp den hug me back.. If u get 3 u r cute:) 6 u r luvd:* 9 u r so lucky;) None? People hate u:,,,
ham,Feel Yourself That You Are Always Happy.. Slowly It Becomes Your Habit &amp; Finally It Becomes Part Of Your Life.. Follow It.. Happy Morning &amp; Have A Happy Day:),,,
ham,Hey check it da. I have listed da.,,,
spam,Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min,,,
ham,Were trying to find a Chinese food place around here,,,
ham,"Aight, lemme know what's up",,,
ham,I wont. So wat's wit the guys,,,
ham,Gud mrng dear hav a nice day,,,
ham,Then cant get da laptop? My matric card wif Ì_ lei... ,,,
ham,Dear reached railway. What happen to you,,,
ham,Nan sonathaya soladha. Why boss?,,,
ham,"Hey... Thk we juz go accordin to wat we discussed yest lor, except no kb on sun... Cos there's nt much lesson to go if we attend kb on sat...",,,
ham,No dear i was sleeping :-P,,,
ham,This pain couldn't have come at a worse time.,,,
ham,Beerage?,,,
ham,Shall i come to get pickle,,,
ham,Were gonna go get some tacos,,,
ham,So how many days since then?,,,
spam,You have 1 new message. Please call 08712400200.,,,
spam,МегаФон: Ваш номер выиграл главный приз! SMS с кодом WIN на 5555,,,
ham,YO YO YO BYATCH WHASSUP?,,,
ham,Usually the body takes care of it buy making sure it doesnt progress. Can we pls continue this talk on saturday.,,,
ham,"HELLOGORGEOUS, HOWS U? MY FONE WAS ON CHARGE LST NITW WEN U TEXD ME. HOPEU AD A NICE WKEND AS IM SURE U DID LOOKIN 4WARD 2 C-IN U 2MRW LUV JAZ",,,
ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,,,
ham,Actually I decided I was too hungry so I haven't left yet :V,,,
ham,Networking technical support associate.,,,
ham,Oops sorry. Just to check that you don't mind picking me up tomo at half eight from station. Would that be ok?,,,
ham,"Sorry, I can't help you on this.",,,
ham,I'm gonna say no. Sorry. I would but as normal am starting to panic about time. Sorry again! Are you seeing on Tuesday?,,,
ham," came to look at the flat, seems ok, in his 50s? * Is away alot wiv work. Got woman coming at 6.30 too.",,,
ham,Hey sathya till now we dint meet not even a single time then how can i saw the situation sathya.,,,
ham,"Cool, text me when you're ready",,,
ham,At WHAT TIME should i come tomorrow,,,
ham,aathi..where are you dear..,,,
ham,Hmm...my uncle just informed me that he's paying the school directly. So pls buy food.,,,
ham,Well there's not a lot of things happening in Lindsay on New years *sighs* Some bars in Ptbo and the blue heron has something going,,,
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed å£1000 cash or å£5000 prize!,,,
ham,OK i'm waliking ard now... Do u wan me 2 buy anything go ur house?,,,
ham,When did dad get back.,,,
ham,Thnx dude. u guys out 2nite?,,,
ham,Cbe is really good nowadays:)lot of shop and showrooms:)city is shaping good.,,,
ham,Went to pay rent. So i had to go to the bank to authorise the payment.,,,
ham,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?",,,
ham,Dai i downloaded but there is only exe file which i can only run that exe after installing.,,,
ham,Yunny i'm walking in citylink now Ì_ faster come down... Me very hungry...,,,
ham,I'm wif him now buying tix lar...,,,
ham,"Good FRIENDS CaRE for each Other.. CLoSE Friends UNDERSTaND each Other... and TRUE Friends STaY forever beyond words, beyond time. Gud ni8",,,
ham,I'm gonna rip out my uterus.,,,
ham,"Hello! Just got here, st andrews-boy its a long way! Its cold. I will keep you posted",,,
ham,Thought we could go out for dinner. I'll treat you! Seem ok?,,,
ham,She's borderline but yeah whatever.,,,
ham,Huh means computational science... Y they like dat one push here n there...,,,
ham,I'm at work. Please call,,,
ham,"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ...",,,
ham,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng,,,
spam,"SPJanuary Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)",,,
ham,I dont want to hear anything,,,
ham,Oh sorry please its over,,,
ham,"Its so common hearin How r u? Wat r u doing? How was ur day? So let me ask u something different. Did u smile today? If not, do it now.... Gud evng.",,,
ham,"idc get over here, you are not weaseling your way out of this shit twice in a row",,,
ham,But if she.s drinkin i'm ok.,,,
ham,But we havent got da topic yet rite?,,,
ham,", ,  and  picking them up from various points | going 2 yeovil | and they will do the motor project 4 3 hours | and then u take them home. || 12 2 5.30 max. || Very easy",,,
ham,"Aight, see you in a bit",,,
ham,Dear where you. Call me,,,
ham,So wats ur opinion abt him and how abt is character?,,,
ham,"\Hello-/@drivby-:0quit edrunk sorry iff pthis makes no senrd-dnot no how ^ dancce 2 drum n basq!ihave fun 2nhite x ros xxxxxxx\""""",,,
ham,Lol u still feeling sick?,,,
ham,The message sent is askin for  &lt;#&gt; dollars. Shoul i pay  &lt;#&gt;  or  &lt;#&gt; ?,,,
ham,Nah dub but je still buff,,,
ham,Just do what ever is easier for you,,,
ham,Well i know Z will take care of me. So no worries.,,,
ham,What was she looking for?,,,
ham,Dear we are going to our rubber place,,,
ham,Wanna do some art?! :D,,,
ham,Ummma.will call after check in.our life will begin from qatar so pls pray very hard.,,,
ham,Hey happy birthday...,,,
ham,What Today-sunday..sunday is holiday..so no work..,,,
spam,Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com,,,
ham,Hello! Good week? Fancy a drink or something later?,,,
ham,S:-)kallis wont play in first two odi:-),,,
ham,For real when u getting on yo? I only need 2 more tickets and one more jacket and I'm done. I already used all my multis.,,,
ham,"MOON has come to color your dreams, STARS to make them musical and my SMS to give you warm and Peaceful Sleep. Good Night",,,
ham,K.k:)when are you going?,,,
ham,Yup bathe liao...,,,
spam,Работа в интернете! 5000р в день! Без опыта! Регистрация на jobonline24.com,,,
ham,Ok... But they said i've got wisdom teeth hidden inside n mayb need 2 remove.,,,
ham,What not under standing.,,,
ham,Do you still have the grinder?,,,
ham,Ok i'm coming home now.,,,
ham,Haha... They cant what... At the most tmr forfeit... haha so how?,,,
ham,I'm really sorry I lit your hair on fire,,,
ham,I just saw ron burgundy captaining a party boat so yeah,,,
spam,Talk sexy!! Make new friends or fall in love in the worlds most discreet text dating service. Just text VIP to 83110 and see who you could meet.,,,
spam,"You've won tkts to the EURO2004 CUP FINAL or å£800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm",,,
ham,Does not operate after  &lt;#&gt;  or what,,,
ham,So i'm doing a list of buyers.,,,
spam,Back 2 work 2morro half term over! Can U C me 2nite 4 some sexy passion B4 I have 2 go back? Chat NOW 09099726481 Luv DENA Calls å£1/minMobsmoreLKPOBOX177HP51FL,,,
ham,Ok... But bag again..,,,
ham,Sent me ur email id soon,,,
ham,I think steyn surely get one wicket:),,,
ham,U should have made an appointment,,,
ham,Early bird! Any purchases yet?,,,
ham,Ok not a problem will get them a taxi. C ing  tomorrow and tuesday. On tuesday think we r all going to the cinema. ,,,
ham,Watching tv lor. Nice one then i like lor.,,,
ham,"Sorry, I'll call later in meeting",,,
ham,Pls dont restrict her from eating anythin she likes for the next two days.,,,
ham,Quite ok but a bit ex... U better go eat smth now else i'll feel guilty...,,,
ham,"Er, hello, things didnÛ÷t quite go to plan ÛÒ is limping slowly home followed by aa and with exhaust hanging off",,,
ham,We live in the next  &lt;#&gt; mins,,,
ham,Dude got a haircut. Now its breezy up there,,,
spam,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000878. PoBox45W2TG150P",,,
ham,get ready to moan and scream :),,,
ham,Send this to ur friends and receive something about ur voice..... How is my speaking expression? 1.childish 2.naughty 3.Sentiment 4.rowdy 5.ful of attitude 6.romantic 7.shy 8.Attractive 9.funny  &lt;#&gt; .irritating  &lt;#&gt; .lovable. reply me..,,,
ham,Morning only i can ok.,,,
ham,Captain is in our room:),,,
ham,Yup,,,
ham,Every day i use to sleep after  &lt;#&gt;  so only.,,,
ham,Umma my life and vava umma love you lot dear,,,
ham,Super msg da:)nalla timing.,,,
ham,Ard 530 lor. I ok then message Ì_ lor.,,,
ham,So u workin overtime nigpun?,,,
ham,Its hard to believe things like this. All can say lie but think twice before saying anything to me.,,,
ham,S:)but he had some luck.2 catches put down:),,,
ham,I cant pick the phone right now. Pls send a message,,,
spam,Bought one ringtone and now getting texts costing 3 pound offering more tones etc,,,
ham,How. Its a little difficult but its a simple way to enter this place,,,
ham,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)",,,
ham,No i am not having not any movies in my laptop,,,
ham,Do you always celebrate NY's with your family ?,,,
ham,U still havent got urself a jacket ah?,,,
ham,"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL",,,
spam,Получи займ до зарплаты! Одобрение за 1 минуту! salary-loan.com,,,
ham,Lol. Well quality aint bad at all so i aint complaining,,,
ham,You are a great role model. You are giving so much and i really wish each day for a miracle but God as a reason for everything and i must say i wish i knew why but i dont. I've looked up to you since i was young and i still do. Have a great day.,,,
ham,Not able to do anything.,,,
ham,ok. I am a gentleman and will treat you with dignity and respect.,,,
ham,U havenåÕt lost me ill always b here 4u.i didnåÕt intend 2 hurt u but I never knew how u felt about me when Iwas+marine&thatåÕs what itried2tell urmom.i careabout u,,,
ham,"Hello, my love ! How went your day ? Are you alright ? I think of you, my sweet and send a jolt to your heart to remind you ... I LOVE YOU! Can you hear it ? I screamed it across the sea for all the world to hear. Ahmad al Hallaq is loved ! and owned ! *possessive passionate kiss*",,,
ham,Dude avatar 3d was imp. At one point i thought there were actually flies in the room and almost tried hittng one as a reflex,,,
ham,What is important is that you prevent dehydration by giving her enough fluids,,,
ham,I donno if they are scorable,,,
ham,Kent vale lor... ÌÏ wait 4 me there ar?,,,
ham,Nope... Think i will go for it on monday... Sorry i replied so late,,,
spam,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE",,,
ham,Ok i am on the way to railway,,,
ham,I'm at home. Please call,,,
spam,CDs 4u: Congratulations ur awarded å£500 of CD gift vouchers or å£125 gift guaranteed & Freeentry 2 å£100 wkly draw xt MUSIC to 87066 TnCs www.ldew.com1win150ppmx3age16 ,,,
ham,What time you coming down later? ,,,
ham,Noice. Text me when you're here,,,
ham,Wen did you get so spiritual and deep. That's great,,,
ham,"Like  &lt;#&gt; , same question",,,
ham,"They said if its gonna snow, it will start around 8 or 9 pm tonite! They are predicting an inch of accumulation.",,,
ham,"Дети уже в школе, все хорошо. Вечером заберу",,,
ham,Cab is available.they pick up and drop at door steps.,,,
spam,SplashMobile: Choose from 1000s of gr8 tones each wk! This is a subscrition service with weekly tones costing 300p. U have one credit - kick back and ENJOY,,,
ham,In da car park ,,,
spam,You are a winner you have been specially selected to receive å£1000 cash or a å£2000 award. Speak to a live operator to claim call 087123002209am-7pm. Cost 10p,,,
ham,Probably money worries. Things are coming due and i have several outstanding invoices for work i did two and three months ago.,,,
ham,Looks like u wil b getting a headstart im leaving here bout 2.30ish but if u r desperate for my company I could head in earlier-we were goin to meet in rummer.,,,
ham,Lol grr my mom is taking forever with my prescription. Pharmacy is like 2 minutes away. Ugh.,,,
ham,Can you use foreign stamps for whatever you send them off for? ,,,
ham,"4 tacos + 1 rajas burrito, right?",,,
ham,Do well :)all will for little time. Thing of good times ahead:,,,
ham,Hello. Damn this christmas thing. I think i have decided to keep this mp3 that doesnt work.,,,
ham,Okay. I've seen it. So i should pick it on friday?,,,
ham,"Hi hope u r both ok, he said he would text and he hasn't, have u seen him, let me down gently please ",,,
ham,Jason says it's cool if we pick some up from his place in like an hour,,,
spam,"As a SIM subscriber, you are selected to receive a Bonus! Get it delivered to your door, Txt the word OK to No: 88600 to claim. 150p/msg, EXP. 30Apr",,,
ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,,,
ham,"Все получилось, проблема решена",,,
ham,Yes but I don't care cause I know its there!,,,
ham,"Sir, i am waiting for your call, once free please call me.",,,
ham,Its a part of checking IQ,,,
ham,Dude sux for snake. He got old and raiden got buff,,,
ham,"Also sir, i sent you an email about how to log into the usc payment portal. I.ll send you another message that should explain how things are back home. Have a great weekend.",,,
ham,Hmm thinking lor...,,,
ham,"(And my man carlos is definitely coming by mu tonight, no excuses)",,,
ham,You in your room? I need a few,,,
ham,Yeah that'd pretty much be the best case scenario,,,
ham,I can send you a pic if you like :),,,
ham,"Sorry, I'll call later",,,
ham,"Договор подписан, можно приступать к работе",,,
ham,Sounds like something that someone testing me would sayy,,,
ham,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,,,
spam,МЕГА АКЦИЯ! Путевки в Турцию от 5000р! Бронируй сейчас: hot-tours24.ru,,,
spam,Someone has contacted our dating service and entered your phone because they fancy you! To find out who it is call from a landline 09111032124 . PoBox12n146tf150p,,,
ham,I am going to sao mu today. Will be done only at 12 ,,,
spam,PRIVATE! Your 2004 Account Statement for 078498****7 shows 786 unredeemed Bonus Points. To claim call 08719180219 Identifier Code: 45239 Expires 06.05.05,,,
ham,No need lar. Jus testing e phone card. Dunno network not gd i thk. Me waiting 4 my sis 2 finish bathing so i can bathe. Dun disturb u liao u cleaning ur room.,,,
ham,"not that I know of, most people up here are still out of town",,,
ham,"\BOO BABE! U ENJOYIN YOURJOB? U SEEMED 2 B GETTIN ON WELL HUNNY!HOPE URE OK?TAKE CARE & IåÕLLSPEAK 2U SOONLOTS OF LOVEME XXXX.\""""",,,
ham,cool. We will have fun practicing making babies!,,,
ham,Its ok my arm is feeling weak cuz i got a shot so we can go another time,,,
ham,I will once i get home,,,
ham,NOT MUCH NO FIGHTS. IT WAS A GOOD NITE!!,,,
ham,"Sounds gd... Haha... Can... Wah, u yan jiu so fast liao...",,,
ham,Great comedy..cant stop laughing da:),,,
ham,"I hope your alright babe? I worry that you might have felt a bit desparate when you learned the job was a fake ? I am here waiting when you come back, my love",,,
ham,Ok... The theory test? when are Ì_ going to book? I think it's on 21 may. Coz thought wanna go out with jiayin. But she isnt free,,,
ham,The guy did some bitching but I acted like i'd be interested in buying something else next week and he gave it to us for free,,,
ham,Idk. I'm sitting here in a stop and shop parking lot right now bawling my eyes out because i feel like i'm a failure in everything. Nobody wants me and now i feel like i'm failing you.,,,
ham,Hmmm...k...but i want to change the field quickly da:-)i wanna get system administrator or network administrator..,,,
spam,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX,,,
spam,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+ ,,,
ham,I love to give massages. I use lots of baby oil... What is your fave position?,,,
spam,ФНС: у вас неоплаченные штрафы 18500р. Срок оплаты истекает сегодня!,,,
ham,"It's cool, we can last a little while. Getting more any time soon?",,,
ham,Let Ur Heart Be Ur Compass Ur Mind Ur Map Ur Soul Ur Guide And U Will Never loose in world....gnun - Sent via WAY2SMS.COM,,,
ham,Depends on individual lor e hair dresser say pretty but my parents say look gong. U kaypoh.. I also dunno wat she collecting.,,,
